InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Location,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply
INT0245,Process Engineering Intern,Entry-level friendly role with practical exposure and regular feedback. Learn important skills and build a small project while working with the team. Field visits or remote tasks may be included depending on the project.,"Oil, Gas & Energy",Renewable Energy,"Process Simulation, AutoCAD, MS Office, Data Analysis",PG,Hyderabad,Offline,1 Month,English,0/month,"Zoom, Docker, Jupyter","Remote Friendly, Rural Outreach",Beginner,24-11-25
INT0246,Process Engineering Intern,Entry-level friendly role with practical exposure and regular feedback. You will get support from a mentor and clear daily tasks to follow.,"Oil, Gas & Energy",Power Systems,"Process Simulation, AutoCAD, MS Office, Data Analysis",UG,Chandigarh,Hybrid,4 Months,English,15000/month,"Docker, Zoom, Power BI","Beginner Friendly, Field Work",Beginner,04-11-25
INT0247,Field Operations Intern,Learn important skills and build a small project while working with the team. This Field Operations Intern at ONGC provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required.,"Oil, Gas & Energy",Power Systems,"Safety Protocols, Field Survey, Report Writing, Measurement Tools",UG,Chandigarh,Hybrid,2 Months,English,8000/month,"Docker, Zoom, Tableau","Field Work, Skill Development",Intermediate,19-01-26
INT0248,Process Engineering Intern,"Good for first-time interns, this role focuses on simple, guided tasks. This Process Engineering Intern at Tata Power provides hands-on learning and mentorship.","Oil, Gas & Energy",Pipeline Operations,"Process Simulation, AutoCAD, MS Office, Data Analysis",UG,Bhopal,Hybrid,5 Months,"English, Hindi",0/month,"Jupyter, Git, VS Code","Government Scheme Aligned, Paid Internship",Advanced,28-12-25
INT0249,Field Operations Intern,This Field Operations Intern at NTPC provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required. Field visits or remote tasks may be included depending on the project.,"Oil, Gas & Energy",Renewable Energy,"Safety Protocols, Field Survey, Report Writing, Measurement Tools",PG,Raipur,Hybrid,1 Month,English,3000/month,"Docker, JIRA, Trello","Rural Outreach, Skill Development",Advanced,13-11-25
INT0250,Renewable Energy Analyst Intern,"Good for first-time interns, this role focuses on simple, guided tasks. Field visits or remote tasks may be included depending on the project. You will get support from a mentor and clear daily tasks to follow.","Oil, Gas & Energy",Renewable Energy,"Energy Modelling, Excel, Power Systems, MATLAB",Diploma,Guwahati,Offline,5 Months,English,3000/month,"MATLAB, Tableau, VS Code","Beginner Friendly, Skill Development",Beginner,26-02-26
INT0251,Credit Analysis Intern,Tasks are structured and explained; no prior internship experience required. Field visits or remote tasks may be included depending on the project.,Banking & Financial Services,Retail Banking,"Accounting, Financial Statement Analysis, Excel, Communication",UG,Ranchi,Online,1 Month,"English, Hindi",0/month,"Power BI, Figma, Jupyter","Women Preferred, Beginner Friendly",Beginner,22-10-25
INT0252,FinTech Product Intern,"Good for first-time interns, this role focuses on simple, guided tasks. This FinTech Product Intern at ICICI Bank provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required.",Banking & Financial Services,Retail Banking,"Product Research, SQL, Wireframing, JIRA",UG,"Ukhrul, Manipur",Online,1 Month,"English, Manipuri",10000/month,"Docker, VS Code, Git","Government Scheme Aligned, Field Work",Beginner,10-02-26
INT0253,FinTech Product Intern,Field visits or remote tasks may be included depending on the project. You will get support from a mentor and clear daily tasks to follow.,Banking & Financial Services,FinTech,"Product Research, SQL, Wireframing, JIRA",PG,Guwahati,Hybrid,6 Months,English,10000/month,"Slack, Trello, Figma","Beginner Friendly, Skill Development",Beginner,28-01-26
INT0254,Credit Analysis Intern,Tasks are structured and explained; no prior internship experience required. You will get support from a mentor and clear daily tasks to follow.,Banking & Financial Services,Retail Banking,"Accounting, Financial Statement Analysis, Excel, Communication",PG,Kolkata,Online,4 Months,English,5000/month,"Git, Jupyter, Docker","Government Scheme Aligned, Rural Outreach",Intermediate,25-01-26
INT0255,Credit Analysis Intern,"Good for first-time interns, this role focuses on simple, guided tasks. Learn important skills and build a small project while working with the team.",Banking & Financial Services,Retail Banking,"Accounting, Financial Statement Analysis, Excel, Communication",PG,Chennai,Online,5 Months,"English, Hindi",5000/month,"Power BI, Figma, AutoCAD","Remote Friendly, Rural Outreach",Beginner,14-12-25
INT0256,Risk Analytics Intern,Tasks are structured and explained; no prior internship experience required. This Risk Analytics Intern at Axis Bank provides hands-on learning and mentorship.,Banking & Financial Services,Risk,"Excel, Financial Modelling, SQL, Power BI",PG,Lucknow,Hybrid,1 Month,"English, Hindi",8000/month,"Jupyter, Slack, Git","Beginner Friendly, Government Scheme Aligned",Beginner,20-02-26
INT0257,Credit Analysis Intern,Learn important skills and build a small project while working with the team. This Credit Analysis Intern at ICICI Bank provides hands-on learning and mentorship.,Banking & Financial Services,Risk,"Accounting, Financial Statement Analysis, Excel, Communication",12th Pass,Bhopal,Offline,3 Months,English,0/month,"AutoCAD, Slack, Git","Women Preferred, Rural Outreach",Beginner,13-12-25
INT0258,Credit Analysis Intern,You will get support from a mentor and clear daily tasks to follow. Tasks are structured and explained; no prior internship experience required. Entry-level friendly role with practical exposure and regular feedback.,Banking & Financial Services,FinTech,"Accounting, Financial Statement Analysis, Excel, Communication",Diploma,"Gadchiroli, Maharashtra",Hybrid,4 Months,"English, Marathi",8000/month,"Power BI, Zoom, JIRA","Women Preferred, Remote Friendly",Intermediate,05-03-26
INT0259,Credit Analysis Intern,You will get support from a mentor and clear daily tasks to follow. Tasks are structured and explained; no prior internship experience required. This Credit Analysis Intern at State Bank of India provides hands-on learning and mentorship.,Banking & Financial Services,FinTech,"Accounting, Financial Statement Analysis, Excel, Communication",12th Pass,Pune,Online,4 Months,English,8000/month,"Tableau, JIRA, Jupyter","Skill Development, Remote Friendly",Beginner,17-12-25
INT0260,FinTech Product Intern,Tasks are structured and explained; no prior internship experience required. Field visits or remote tasks may be included depending on the project.,Banking & Financial Services,FinTech,"Product Research, SQL, Wireframing, JIRA",UG,Hyderabad,Hybrid,1 Month,"English, Hindi",5000/month,"Docker, Trello, MATLAB","Rural Outreach, Women Preferred",Intermediate,02-12-25
INT0261,Credit Analysis Intern,This Credit Analysis Intern at Axis Bank provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required.,Banking & Financial Services,Risk,"Accounting, Financial Statement Analysis, Excel, Communication",UG,Guwahati,Offline,5 Months,"English, Hindi",5000/month,"Docker, JIRA, Jupyter","Government Scheme Aligned, Women Preferred",Intermediate,31-01-26
INT0262,Credit Analysis Intern,Tasks are structured and explained; no prior internship experience required. You will get support from a mentor and clear daily tasks to follow. Entry-level friendly role with practical exposure and regular feedback.,Banking & Financial Services,Risk,"Accounting, Financial Statement Analysis, Excel, Communication",Diploma,Guwahati,Offline,4 Months,English,5000/month,"MATLAB, Jupyter, AutoCAD","Paid Internship, Field Work",Beginner,26-01-26
INT0263,FinTech Product Intern,Tasks are structured and explained; no prior internship experience required. Entry-level friendly role with practical exposure and regular feedback.,Banking & Financial Services,FinTech,"Product Research, SQL, Wireframing, JIRA",PG,Mumbai,Offline,3 Months,"English, Hindi",3000/month,"Zoom, Git, Jupyter","Beginner Friendly, Remote Friendly",Advanced,14-02-26
INT0264,Credit Analysis Intern,Learn important skills and build a small project while working with the team. You will get support from a mentor and clear daily tasks to follow.,Banking & Financial Services,FinTech,"Accounting, Financial Statement Analysis, Excel, Communication",PG,Raipur,Online,6 Months,"English, Hindi",5000/month,"VS Code, Figma, Zoom","Rural Outreach, Women Preferred",Beginner,01-01-26
INT0265,Credit Analysis Intern,Tasks are structured and explained; no prior internship experience required. You will get support from a mentor and clear daily tasks to follow.,Banking & Financial Services,Retail Banking,"Accounting, Financial Statement Analysis, Excel, Communication",Diploma,Raipur,Hybrid,2 Months,English,15000/month,"JIRA, MATLAB, Trello","Field Work, Skill Development",Beginner,06-10-25
INT0266,Risk Analytics Intern,You will get support from a mentor and clear daily tasks to follow. Tasks are structured and explained; no prior internship experience required. Field visits or remote tasks may be included depending on the project.,Banking & Financial Services,Risk,"Excel, Financial Modelling, SQL, Power BI",UG,"Kalahandi, Odisha",Hybrid,2 Months,"English, Odia",8000/month,"Power BI, Zoom, Postman","Field Work, Beginner Friendly",Intermediate,21-02-26
INT0267,FinTech Product Intern,"Entry-level friendly role with practical exposure and regular feedback. Good for first-time interns, this role focuses on simple, guided tasks. This FinTech Product Intern at Axis Bank provides hands-on learning and mentorship.",Banking & Financial Services,FinTech,"Product Research, SQL, Wireframing, JIRA",12th Pass,"Dantewada, Chhattisgarh",Offline,5 Months,"English, Hindi",15000/month,"Tableau, Postman, Docker","Skill Development, Paid Internship",Beginner,21-12-25
INT0268,FinTech Product Intern,Entry-level friendly role with practical exposure and regular feedback. Tasks are structured and explained; no prior internship experience required. Field visits or remote tasks may be included depending on the project.,Banking & Financial Services,Retail Banking,"Product Research, SQL, Wireframing, JIRA",UG,"Gadchiroli, Maharashtra",Offline,1 Month,"English, Marathi",15000/month,"MATLAB, Trello, Git","Field Work, Rural Outreach",Beginner,03-10-25
INT0269,Risk Analytics Intern,This Risk Analytics Intern at ICICI Bank provides hands-on learning and mentorship. Work on small projects and learn practical tools used in the banking & financial services sector. Tasks are structured and explained; no prior internship experience required.,Banking & Financial Services,Retail Banking,"Excel, Financial Modelling, SQL, Power BI",Diploma,Bhopal,Offline,4 Months,"English, Hindi",15000/month,"AutoCAD, MATLAB, VS Code","Government Scheme Aligned, Skill Development",Beginner,08-01-26
INT0270,FinTech Product Intern,Tasks are structured and explained; no prior internship experience required. Learn important skills and build a small project while working with the team.,Banking & Financial Services,Risk,"Product Research, SQL, Wireframing, JIRA",UG,"Ukhrul, Manipur",Online,1 Month,"English, Manipuri",15000/month,"Git, JIRA, Figma","Government Scheme Aligned, Paid Internship",Beginner,24-02-26
INT0271,Credit Analysis Intern,Work on small projects and learn practical tools used in the banking & financial services sector. Field visits or remote tasks may be included depending on the project. Tasks are structured and explained; no prior internship experience required.,Banking & Financial Services,Risk,"Accounting, Financial Statement Analysis, Excel, Communication",UG,Ranchi,Hybrid,1 Month,"English, Hindi",15000/month,"Postman, Tableau, AutoCAD","Field Work, Women Preferred",Intermediate,25-02-26
INT0272,Risk Analytics Intern,"Good for first-time interns, this role focuses on simple, guided tasks. You will get support from a mentor and clear daily tasks to follow.",Banking & Financial Services,FinTech,"Excel, Financial Modelling, SQL, Power BI",UG,Hyderabad,Hybrid,3 Months,English,10000/month,"Zoom, Jupyter, Trello","Field Work, Government Scheme Aligned",Beginner,20-01-26
