InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply,City,State
INT0296,embedded systems intern,Field visits or remote tasks may be included depending on the project. Learn important skills and build a small project while working with the team. Entry-level friendly role with practical exposure and regular feedback.,Automotive,Quality Assurance,"c/c++, microcontrollers, pcb basics, git",Pg,Hybrid,5 Months,"English, Hindi",8000/month,"jira, trello, figma","women preferred, skill development",Beginner,27-10-25,Ranchi,unknown
INT0297,quality assurance intern,You will get support from a mentor and clear daily tasks to follow. This Quality Assurance Intern at Bajaj Auto provides hands-on learning and mentorship. Work on small projects and learn practical tools used in the automotive sector.,Automotive,Embedded Systems,"inspection protocols, excel, six sigma basics, reporting",Ug,Online,6 Months,"English, Hindi",5000/month,"slack, docker, vs code","paid internship, beginner friendly",Beginner,23-02-26,Kolkata,unknown
INT0298,vehicle dynamics intern,"This Vehicle Dynamics Intern at Mahindra & Mahindra provides hands-on learning and mentorship. Learn important skills and build a small project while working with the team. Good for first-time interns, this role focuses on simple, guided tasks.",Automotive,Quality Assurance,"matlab, simulink, data analysis, cad",Ug,Hybrid,4 Months,"English, Manipuri",3000/month,"docker, figma, jupyter","field work, government scheme aligned",Intermediate,25-02-26,Ukhrul,Manipur
INT0299,vehicle dynamics intern,Field visits or remote tasks may be included depending on the project. This Vehicle Dynamics Intern at Tata Motors provides hands-on learning and mentorship.,Automotive,Vehicle Dynamics,"matlab, simulink, data analysis, cad",Pg,Online,1 Month,"English, Hindi",15000/month,"postman, zoom, trello","field work, paid internship",Beginner,01-01-26,Hyderabad,unknown
INT0300,embedded systems intern,"Work on small projects and learn practical tools used in the automotive sector. Good for first-time interns, this role focuses on simple, guided tasks.",Automotive,Quality Assurance,"c/c++, microcontrollers, pcb basics, git",Ug,Hybrid,2 Months,"English, Hindi",3000/month,"figma, vs code, power bi","skill development, field work",Beginner,25-12-25,Kolkata,unknown
INT0301,tourism research intern,Entry-level friendly role with practical exposure and regular feedback. Field visits or remote tasks may be included depending on the project. Tasks are structured and explained; no prior internship experience required.,Travel & Hospitality,Digital Travel,"surveys, report writing, excel, communication",Ug,Hybrid,1 Month,English,5000/month,"jira, tableau, slack","field work, skill development",Beginner,21-02-26,Jaipur,unknown
INT0302,digital travel marketing intern,Learn important skills and build a small project while working with the team. Tasks are structured and explained; no prior internship experience required. This Digital Travel Marketing Intern at MakeMyTrip provides hands-on learning and mentorship.,Travel & Hospitality,Digital Travel,"seo, google analytics, content writing, social media",12Th Pass,Hybrid,6 Months,"English, Marathi",15000/month,"tableau, matlab, slack","government scheme aligned, field work",Intermediate,24-02-26,Gadchiroli,Maharashtra
INT0303,tourism research intern,"Work on small projects and learn practical tools used in the travel & hospitality sector. Good for first-time interns, this role focuses on simple, guided tasks. Tasks are structured and explained; no prior internship experience required.",Travel & Hospitality,Hotel Ops,"surveys, report writing, excel, communication",Ug,Offline,1 Month,"English, Hindi",15000/month,"power bi, git, postman","rural outreach, paid internship",Advanced,19-11-25,Chandigarh,unknown
INT0304,hotel operations intern,"Good for first-time interns, this role focuses on simple, guided tasks. This Hotel Operations Intern at Ministry of Tourism provides hands-on learning and mentorship. Entry-level friendly role with practical exposure and regular feedback.",Travel & Hospitality,Tourism Research,"customer service, front desk operations, pos systems, communication",12Th Pass,Hybrid,1 Month,"English, Hindi",5000/month,"zoom, jira, git","remote friendly, government scheme aligned",Intermediate,21-10-25,Ranchi,unknown
INT0305,digital travel marketing intern,This Digital Travel Marketing Intern at MakeMyTrip provides hands-on learning and mentorship. Entry-level friendly role with practical exposure and regular feedback. Field visits or remote tasks may be included depending on the project.,Travel & Hospitality,Digital Travel,"seo, google analytics, content writing, social media",Ug,Offline,6 Months,"English, Marathi",5000/month,"trello, tableau, postman","skill development, remote friendly",Intermediate,10-02-26,Nanded,Maharashtra
INT0306,digital travel marketing intern,You will get support from a mentor and clear daily tasks to follow. Tasks are structured and explained; no prior internship experience required. This Digital Travel Marketing Intern at ITC Hotels provides hands-on learning and mentorship.,Travel & Hospitality,Hotel Ops,"seo, google analytics, content writing, social media",12Th Pass,Offline,5 Months,"English, Hindi",5000/month,"git, power bi, docker","paid internship, beginner friendly",Intermediate,05-11-25,Bageshwar,Uttarakhand
INT0307,hotel operations intern,Work on small projects and learn practical tools used in the travel & hospitality sector. Tasks are structured and explained; no prior internship experience required. Learn important skills and build a small project while working with the team.,Travel & Hospitality,Tourism Research,"customer service, front desk operations, pos systems, communication",Ug,Online,2 Months,"English, Odia",8000/month,"git, power bi, matlab","field work, beginner friendly",Beginner,14-02-26,Kalahandi,Odisha
INT0308,digital travel marketing intern,You will get support from a mentor and clear daily tasks to follow. Field visits or remote tasks may be included depending on the project.,Travel & Hospitality,Digital Travel,"seo, google analytics, content writing, social media",Ug,Online,5 Months,English,3000/month,"docker, jira, figma","field work, government scheme aligned",Beginner,14-12-25,Kolkata,unknown
INT0309,digital travel marketing intern,Work on small projects and learn practical tools used in the travel & hospitality sector. This Digital Travel Marketing Intern at Indian Railways provides hands-on learning and mentorship. Field visits or remote tasks may be included depending on the project.,Travel & Hospitality,Digital Travel,"seo, google analytics, content writing, social media",12Th Pass,Offline,3 Months,"English, Hindi",15000/month,"git, autocad, zoom","beginner friendly, field work",Beginner,24-01-26,Chandigarh,unknown
INT0310,tourism research intern,This Tourism Research Intern at Ministry of Tourism provides hands-on learning and mentorship. Field visits or remote tasks may be included depending on the project. Work on small projects and learn practical tools used in the travel & hospitality sector.,Travel & Hospitality,Hotel Ops,"surveys, report writing, excel, communication",12Th Pass,Online,5 Months,"English, Hindi",15000/month,"power bi, git, postman","beginner friendly, women preferred",Intermediate,27-02-26,Dantewada,Chhattisgarh
INT0311,hotel operations intern,You will get support from a mentor and clear daily tasks to follow. Field visits or remote tasks may be included depending on the project. Work on small projects and learn practical tools used in the travel & hospitality sector.,Travel & Hospitality,Hotel Ops,"customer service, front desk operations, pos systems, communication",Ug,Hybrid,5 Months,"English, Hindi",10000/month,"zoom, git, jira","women preferred, government scheme aligned",Beginner,23-10-25,Mumbai,unknown
INT0312,hotel operations intern,"Good for first-time interns, this role focuses on simple, guided tasks. Learn important skills and build a small project while working with the team. Entry-level friendly role with practical exposure and regular feedback.",Travel & Hospitality,Tourism Research,"customer service, front desk operations, pos systems, communication",Diploma,Offline,5 Months,"English, Marathi",15000/month,"slack, tableau, matlab","paid internship, remote friendly",Advanced,14-10-25,Gadchiroli,Maharashtra
INT0313,tourism research intern,Field visits or remote tasks may be included depending on the project. Entry-level friendly role with practical exposure and regular feedback. You will get support from a mentor and clear daily tasks to follow.,Travel & Hospitality,Hotel Ops,"surveys, report writing, excel, communication",12Th Pass,Offline,3 Months,"English, Marathi",15000/month,"trello, jira, tableau","women preferred, government scheme aligned",Intermediate,26-12-25,Nanded,Maharashtra
INT0314,tourism research intern,"Learn important skills and build a small project while working with the team. Good for first-time interns, this role focuses on simple, guided tasks.",Travel & Hospitality,Digital Travel,"surveys, report writing, excel, communication",Ug,Hybrid,5 Months,"English, Hindi",0/month,"autocad, zoom, trello","field work, rural outreach",Beginner,18-01-26,Hyderabad,unknown
